fips,pop25,no_hs,some_hs,hs,some_college,associates,bachelors,graduate,county,state
13003,5230,787,828,2109,657,330,268,251,Atkinson,Georgia
13005,7429,398,974,3112,1599,597,439,310,Bacon,Georgia
13007,2315,174,329,901,413,214,193,91,Baker,Georgia
13009,28060,1210,3165,10205,5463,2148,3399,2470,Baldwin,Georgia
13011,12821,938,1999,5205,2266,766,967,680,Banks,Georgia
13013,50285,3022,5502,17273,11524,4102,6055,2807,Barrow,Georgia
13015,69063,3556,8164,22762,16182,4928,9131,4340,Bartow,Georgia
13017,11400,614,1363,5044,2046,963,843,527,Ben Hill,Georgia
13019,13050,726,2138,5526,2146,973,1004,537,Berrien,Georgia
13021,99763,3962,10265,31489,21749,6682,15062,10554,Bibb,Georgia
13023,7861,401,574,3278,1561,692,702,653,Bleckley,Georgia
13025,12532,625,1885,5842,2151,1004,557,468,Brantley,Georgia
13027,11096,663,1249,4223,2308,967,1165,521,Brooks,Georgia
13029,22564,636,1183,5772,5312,2304,4664,2693,Bryan,Georgia
13031,41472,1485,3960,11331,9582,3755,6234,5125,Bulloch,Georgia
13033,14705,888,2171,5503,2958,1328,1111,746,Burke,Georgia
13035,16729,765,2714,7362,2922,1064,1382,520,Butts,Georgia
13037,4744,380,837,1863,973,245,285,161,Calhoun,Georgia
13039,32979,633,2076,10372,9091,2724,5264,2819,Camden,Georgia
13043,7187,562,1121,2596,1448,447,683,330,Candler,Georgia
13045,72829,3932,7936,24160,17335,4484,9708,5274,Carroll,Georgia
13047,45585,1382,4345,14760,11241,4396,6259,3202,Catoosa,Georgia
13049,9040,1045,1372,3532,1480,658,415,538,Charlton,Georgia
13051,192097,5429,14522,46729,47045,14549,38921,24902,Chatham,Georgia
13053,4878,95,255,1263,1263,375,1209,418,Chattahoochee,Georgia
13055,17078,1824,2774,6614,3121,1070,977,698,Chattooga,Georgia
13057,161547,5314,8617,36896,38189,12814,41402,18315,Cherokee,Georgia
13059,69493,3472,5478,14668,11650,4570,14604,15051,Clarke,Georgia
13061,2190,158,285,927,449,198,76,97,Clay,Georgia
13063,172122,10775,15474,56696,41528,14111,22636,10902,Clayton,Georgia
13065,4498,447,865,1428,981,277,277,223,Clinch,Georgia
13067,497192,19946,20935,93091,96903,35108,148997,82212,Cobb,Georgia
13069,27907,2017,4294,10771,5088,2054,2137,1546,Coffee,Georgia
13071,29439,2598,5106,11593,4707,1769,1985,1681,Colquitt,Georgia
13073,97342,2472,4713,24250,21377,10370,21266,12894,Columbia,Georgia
13075,11269,723,1538,3879,2247,1130,1092,660,Cook,Georgia
13077,93522,3493,7005,26772,21496,6861,19140,8755,Coweta,Georgia
13079,8779,428,1019,3458,2342,625,426,481,Crawford,Georgia
13081,15085,998,2001,5899,3177,944,1383,683,Crisp,Georgia
13083,11093,826,1489,3966,2147,1125,1006,534,Dade,Georgia
13085,16987,616,1760,4851,3445,1152,3149,2014,Dawson,Georgia
13087,17797,1289,1983,6428,3959,1546,1509,1083,Decatur,Georgia
13089,503419,24477,31053,104713,91690,33184,125583,92719,DeKalb,Georgia
13091,14928,780,1722,6310,2872,1199,1278,767,Dodge,Georgia
13093,10087,900,1606,3995,1860,589,710,427,Dooly,Georgia
13095,57866,3062,7058,16792,13773,4805,7095,5281,Dougherty,Georgia
13097,91243,3724,7248,28029,20581,6899,15408,9354,Douglas,Georgia
13099,6941,483,897,2501,1415,560,709,376,Early,Georgia
13101,2832,328,479,1081,523,171,166,84,Echols,Georgia
13103,38065,1512,3056,14388,8477,2985,5099,2548,Effingham,Georgia
13105,13529,986,2066,5828,2318,865,875,591,Elbert,Georgia
13107,14832,1035,2050,6361,2557,994,908,927,Emanuel,Georgia
13109,7229,752,1105,2709,1175,369,740,379,Evans,Georgia
13111,19089,796,1743,6545,4525,1423,2534,1523,Fannin,Georgia
13113,75475,1307,2619,15659,14545,6230,21605,13510,Fayette,Georgia
13115,64087,4805,7385,21185,12898,4711,7506,5597,Floyd,Georgia
13117,142017,4763,5407,23577,24811,10053,48316,25090,Forsyth,Georgia
13119,15365,943,2129,6169,2815,1232,1253,824,Franklin,Georgia
13121,686663,18024,36445,125382,113057,40908,209426,143421,Fulton,Georgia
13123,21857,1670,2281,7962,4012,1550,2687,1695,Gilmer,Georgia
13125,2062,160,307,869,455,85,157,29,Glascock,Georgia
13127,58258,1820,5219,15721,13725,4506,10406,6861,Glynn,Georgia
13129,37781,3227,5203,13301,8143,2458,3346,2103,Gordon,Georgia
13131,16949,1250,2093,6410,3190,1615,1409,982,Grady,Georgia
13133,12663,733,1400,4259,2279,719,1870,1403,Greene,Georgia
13135,572839,35672,34984,130489,111648,53223,134489,72334,Gwinnett,Georgia
13137,29626,2754,3710,9987,5696,1938,3001,2540,Habersham,Georgia
13139,127116,14472,13007,34930,25804,8337,19036,11530,Hall,Georgia
13141,6688,538,1368,2866,1022,304,353,237,Hancock,Georgia
13143,19703,1124,2675,7208,4816,1118,1609,1153,Haralson,Georgia
13145,23469,474,1692,5515,6443,2330,4221,2794,Harris,Georgia
13147,18388,1002,2596,6742,3762,1501,1677,1108,Hart,Georgia
13149,8026,465,1200,3489,1637,452,402,381,Heard,Georgia
13151,142179,4213,9378,44282,31569,12511,25180,15046,Henry,Georgia
13153,98921,2665,6367,26902,25655,10333,16067,10932,Houston,Georgia
13155,6206,252,890,2518,951,706,564,325,Irwin,Georgia
13157,44233,2430,4786,14274,9149,4288,5952,3354,Jackson,Georgia
13159,9419,665,1350,3662,2042,684,654,362,Jasper,Georgia
13161,9705,540,1625,3920,1893,758,594,375,Jeff Davis,Georgia
13163,10660,1019,1638,4399,1651,778,855,320,Jefferson,Georgia
13165,5816,357,847,2358,1337,379,305,233,Jenkins,Georgia
13167,6728,350,1181,2959,1157,380,393,308,Johnson,Georgia
13169,19544,622,1850,7169,4355,1624,2412,1512,Jones,Georgia
13171,11871,286,1291,4762,2591,906,1336,699,Lamar,Georgia
13173,6832,479,930,2439,1214,652,740,378,Lanier,Georgia
13175,31598,1522,3174,13706,5468,2812,2723,2193,Laurens,Georgia
13177,19326,388,1436,5945,4354,2264,2931,2008,Lee,Georgia
13179,35621,1031,2221,11391,10774,3703,4438,2063,Liberty,Georgia
13181,5714,332,673,2365,1118,457,532,237,Lincoln,Georgia
13183,11323,509,1172,3569,3356,961,951,805,Long,Georgia
13185,67252,2699,7302,20161,14289,5616,9972,7213,Lowndes,Georgia
13187,20043,843,2427,5843,4309,1370,3076,2175,Lumpkin,Georgia
13189,14303,607,1943,5795,2937,1059,1182,780,McDuffie,Georgia
13191,10727,280,1190,4085,2431,1068,906,767,McIntosh,Georgia
13193,9557,736,1868,3259,2304,570,447,373,Macon,Georgia
13195,19845,1100,2223,7534,3685,1721,1990,1592,Madison,Georgia
13197,6125,332,1080,2331,1251,328,434,369,Marion,Georgia
13199,14761,854,2225,5740,3437,813,1049,643,Meriwether,Georgia
13201,4194,185,559,1596,939,400,334,181,Miller,Georgia
13205,15311,891,2982,5842,2826,1074,1141,555,Mitchell,Georgia
13207,19051,635,2223,6461,3596,1128,2816,2192,Monroe,Georgia
13209,5968,412,681,2330,1260,443,498,344,Montgomery,Georgia
13211,12538,489,1202,4357,2807,1070,1526,1087,Morgan,Georgia
13213,26263,2969,5082,9922,4533,1293,1671,793,Murray,Georgia
13215,127410,4849,11279,34761,32214,10955,20649,12703,Muscogee,Georgia
13217,67991,2669,6977,22876,17154,5004,8148,5163,Newton,Georgia
13219,24184,331,996,4752,3827,1912,5856,6510,Oconee,Georgia
13221,10589,777,1407,3878,1887,850,992,798,Oglethorpe,Georgia
13223,100232,2611,7326,33200,23938,8953,16257,7947,Paulding,Georgia
13225,17415,1089,1700,5059,4686,1497,1928,1456,Peach,Georgia
13227,22326,1093,2283,6492,5352,1808,3125,2173,Pickens,Georgia
13229,12987,577,1542,5718,2509,1091,836,714,Pierce,Georgia
13231,12276,385,1214,5019,2860,841,1089,868,Pike,Georgia
13233,27418,2161,3576,10864,5549,1923,1924,1421,Polk,Georgia
13235,8309,476,1151,3118,1872,660,619,413,Pulaski,Georgia
13237,15483,509,1751,5803,2781,1201,2326,1112,Putnam,Georgia
13239,1733,107,455,594,373,46,117,41,Quitman,Georgia
13241,12551,637,1341,4269,2455,739,1755,1355,Rabun,Georgia
13243,4671,369,760,1737,1032,228,311,234,Randolph,Georgia
13245,131125,5662,16100,40319,30317,10773,16969,10985,Richmond,Georgia
13247,58138,2506,4338,18340,11955,5600,10109,5290,Rockdale,Georgia
13249,3405,162,372,1202,927,302,261,179,Schley,Georgia
13251,9643,552,1079,4118,1912,613,945,424,Screven,Georgia
13253,5929,285,574,2346,1348,520,496,360,Seminole,Georgia
13255,43913,2089,5879,17293,8288,3153,4851,2360,Spalding,Georgia
13257,17285,871,1985,6343,3348,912,2160,1666,Stephens,Georgia
13259,4554,583,709,1923,659,168,359,153,Stewart,Georgia
13261,19060,1337,2346,6333,3729,1767,1872,1676,Sumter,Georgia
13263,4754,220,706,2108,842,306,395,177,Talbot,Georgia
13265,1291,165,207,617,153,59,61,29,Taliaferro,Georgia
13267,17832,1346,3035,6976,3073,1056,1282,1064,Tattnall,Georgia
13269,5663,420,812,2123,1381,292,405,230,Taylor,Georgia
13271,12147,1539,2068,5573,1170,782,570,445,Telfair,Georgia
13273,6079,442,982,1942,1498,469,388,358,Terrell,Georgia
13275,30431,1486,3804,9393,6628,2099,3935,3086,Thomas,Georgia
13277,25790,1320,3385,8886,4849,3093,2298,1959,Tift,Georgia
13279,17632,1360,2002,6784,3416,1280,1620,1170,Toombs,Georgia
13281,8333,378,524,2564,1896,786,1323,862,Towns,Georgia
13283,4727,380,827,1839,766,271,362,282,Treutlen,Georgia
13285,45424,2534,5249,15590,10609,3053,5214,3175,Troup,Georgia
13287,5482,241,725,2216,959,656,395,290,Turner,Georgia
13289,6065,479,1291,2283,1030,411,310,261,Twiggs,Georgia
13291,17703,499,1459,6053,4241,1480,2061,1910,Union,Georgia
13293,17973,1003,2609,6454,3714,1723,1486,984,Upson,Georgia
13295,48169,2628,6103,17461,10266,4049,5071,2591,Walker,Georgia
13297,59763,1767,5851,22584,12745,4931,7850,4035,Walton,Georgia
13299,24179,1115,3012,9879,4757,2058,2022,1336,Ware,Georgia
13301,3924,386,652,1664,460,235,326,201,Warren,Georgia
13303,14136,884,1921,6012,2653,691,1360,615,Washington,Georgia
13305,20050,1298,2328,8132,3797,1916,1585,994,Wayne,Georgia
13307,1804,194,211,809,271,108,125,86,Webster,Georgia
13309,5484,323,885,2672,604,297,627,76,Wheeler,Georgia
13311,20514,568,2491,6477,4690,1905,2693,1690,White,Georgia
13313,66692,9453,10956,19304,13158,3330,6864,3627,Whitfield,Georgia
13315,6337,317,806,3069,1078,347,385,335,Wilcox,Georgia
13317,6967,585,777,3122,1218,389,459,417,Wilkes,Georgia
13319,6287,274,702,3288,1050,305,444,224,Wilkinson,Georgia
13321,14185,936,1723,5932,2572,1552,859,611,Worth,Georgia
15001,139689,3048,7504,42529,30953,14459,27344,13852,Hawaii,Hawaii
15003,680707,27765,28867,178520,139382,72496,153306,80371,Honolulu,Hawaii
15005,69,3,6,19,12,12,13,4,Kalawao,Hawaii
15007,50696,2365,1797,15243,9683,6640,10342,4626,Kauai,Hawaii
15009,117206,4217,5124,37322,27826,11579,21048,10090,Maui,Hawaii
16001,298286,4231,10266,68554,74352,28243,75370,37270,Ada,Idaho
16003,3065,94,224,1154,784,225,342,242,Adams,Idaho
16005,53417,1171,3180,14134,15233,5150,9873,4676,Bannock,Idaho
16007,3922,47,197,1523,967,393,649,146,Bear Lake,Idaho
16009,6383,170,578,2484,1650,534,637,330,Benewah,Idaho
16011,27164,1664,1722,8153,7514,2492,3921,1698,Bingham,Idaho
16013,15414,962,826,3399,3150,1185,3889,2003,Blaine,Idaho
16015,5522,73,273,1512,1426,736,933,569,Boise,Idaho
16017,31587,801,2090,9619,9125,2647,4913,2392,Bonner,Idaho
16019,67789,1984,3640,17700,17516,6568,14052,6329,Bonneville,Idaho
16021,8044,308,333,3306,1884,684,1066,463,Boundary,Idaho
16023,1942,20,77,716,579,197,263,90,Butte,Idaho
16025,610,26,13,232,190,30,81,38,Camas,Idaho
16027,129864,8933,11056,41573,34389,10172,16763,6978,Canyon,Idaho
16029,4420,124,220,1439,1234,525,637,241,Caribou,Idaho
16031,13905,1128,1312,4164,3660,1058,1958,625,Cassia,Idaho
16033,592,197,35,140,99,29,63,29,Clark,Idaho
16035,6686,183,517,2330,2050,477,800,329,Clearwater,Idaho
16037,3164,135,200,944,865,291,550,179,Custer,Idaho
16039,16356,717,1021,4582,5206,2140,1962,728,Elmore,Idaho
16041,7899,144,550,2869,2170,739,971,456,Franklin,Idaho
16043,8264,355,661,2646,1998,878,1249,477,Fremont,Idaho
16045,11784,502,923,4621,2726,1263,1186,563,Gem,Idaho
16047,9750,984,990,3624,2085,586,1010,471,Gooding,Idaho
16049,11980,355,770,4209,3285,942,1792,627,Idaho,Idaho
16051,16025,799,950,4440,3780,2440,2502,1114,Jefferson,Idaho
16053,14120,1512,1638,4620,3153,1099,1511,587,Jerome,Idaho
16055,105732,1378,6545,28700,31328,11432,17712,8637,Kootenai,Idaho
16057,21864,208,592,4352,5056,1795,5752,4109,Latah,Idaho
16059,5898,143,319,1887,1840,466,830,413,Lemhi,Idaho
16061,2705,106,206,794,865,265,332,137,Lewis,Idaho
16063,3258,334,337,1128,864,265,244,86,Lincoln,Idaho
16065,16293,287,379,2559,4296,2849,3985,1938,Madison,Idaho
16067,12802,1515,1248,3784,3340,1204,1194,517,Minidoka,Idaho
16069,27855,469,1684,9161,7642,2807,4500,1592,Nez Perce,Idaho
16071,2701,41,202,999,838,202,329,90,Oneida,Idaho
16073,7436,779,1077,2552,1611,584,648,185,Owyhee,Idaho
16075,15025,971,1281,5059,4254,1322,1588,550,Payette,Idaho
16077,4852,631,298,1644,1216,290,548,225,Power,Idaho
16079,9171,297,1025,3531,2384,870,711,353,Shoshone,Idaho
16081,7346,251,270,1190,1963,622,2264,786,Teton,Idaho
16083,53218,2612,3889,14840,14195,6739,6970,3973,Twin Falls,Idaho
16085,8097,77,361,2417,2336,471,1417,1018,Valley,Idaho
16087,7059,455,543,2576,2015,427,681,362,Washington,Idaho
17001,46174,929,2488,15923,11517,3869,7189,4259,Adams,Illinois
17003,4544,221,646,1718,1028,416,404,111,Alexander,Illinois
17005,11823,302,914,4354,2419,1258,1631,945,Bond,Illinois
17007,34927,2214,2621,12308,6924,2747,4818,3295,Boone,Illinois
17009,4994,163,623,1838,1195,490,506,179,Brown,Illinois
17011,23571,509,1472,9062,5412,2475,3163,1478,Bureau,Illinois
17013,3499,140,188,1527,797,370,266,211,Calhoun,Illinois
17015,10672,190,723,4432,2375,1019,1200,733,Carroll,Illinois
17017,8617,443,936,3722,1724,530,888,374,Cass,Illinois
17019,121237,1707,4220,26307,25098,10054,26481,27370,Champaign,Illinois
17021,23786,655,2001,9975,4994,2222,2715,1224,Christian,Illinois
17023,10989,283,716,4268,2264,1522,1281,655,Clark,Illinois
17025,9350,353,587,3475,2340,1171,1000,424,Clay,Illinois
17027,26681,1175,1518,8589,6071,3334,4191,1803,Clinton,Illinois
17029,33003,1093,2047,9916,7821,3685,4851,3590,Coles,Illinois
17031,3587029,241902,235524,837569,675501,234559,811185,550789,Cook,Illinois
17033,13801,411,1396,4132,3157,2420,1551,734,Crawford,Illinois
17035,7622,265,524,3053,1576,1003,858,343,Cumberland,Illinois
17037,61363,1828,2844,15626,14932,6879,12014,7240,DeKalb,Illinois
17039,11404,306,713,4210,2703,1042,1858,572,De Witt,Illinois
17041,13135,1456,865,4289,2917,1118,1831,659,Douglas,Illinois
17043,634898,23752,23244,116273,115143,46924,186489,123073,DuPage,Illinois
17045,12645,594,768,4847,2714,1604,1455,663,Edgar,Illinois
17047,4538,131,253,1591,1041,889,453,180,Edwards,Illinois
17049,23277,714,1004,8473,4705,3151,3670,1560,Effingham,Illinois
17051,15341,764,1842,6098,3371,1473,1281,512,Fayette,Illinois
17053,9338,276,658,3363,2202,957,1362,520,Ford,Illinois
17055,27595,891,2500,9022,7805,2984,2868,1525,Franklin,Illinois
17057,25588,900,2156,8844,6447,2731,3066,1444,Fulton,Illinois
17059,3748,149,302,1525,1037,363,279,93,Gallatin,Illinois
17061,9399,338,801,4170,2109,812,824,345,Greene,Illinois
17063,33555,858,1462,11085,9093,3149,5177,2731,Grundy,Illinois
17065,5838,329,341,1973,1474,650,595,476,Hamilton,Illinois
17067,13040,254,639,4963,2732,1679,1929,844,Hancock,Illinois
17069,2982,211,354,980,718,385,266,68,Hardin,Illinois
17071,5127,140,368,2231,1107,491,592,198,Henderson,Illinois
17073,34631,705,2692,11722,7665,4005,5218,2624,Henry,Illinois
17075,19917,675,1482,7952,4629,2107,2059,1013,Iroquois,Illinois
17077,35318,1183,1580,8353,8346,3129,5961,6766,Jackson,Illinois
17079,6709,313,403,2699,1166,957,800,371,Jasper,Illinois
17081,26667,1154,2585,8152,6866,3271,2805,1834,Jefferson,Illinois
17083,15259,429,835,5719,3266,1889,2001,1120,Jersey,Illinois
17085,16222,545,778,6012,3685,1335,2558,1309,Jo Daviess,Illinois
17087,9229,444,1195,2910,2390,764,1072,454,Johnson,Illinois
17089,343510,29528,25233,77366,71653,25881,72952,40897,Kane,Illinois
17091,72819,3200,5646,24460,18126,6127,9536,5724,Kankakee,Illinois
17093,78134,2642,3505,18279,18431,7624,17321,10332,Kendall,Illinois
17095,35533,880,3108,12850,8431,3682,4247,2335,Knox,Illinois
17097,457008,22386,20752,96532,83142,28409,120072,85715,Lake,Illinois
17099,77413,2460,6302,27573,19342,7849,9192,4695,LaSalle,Illinois
17101,11704,598,1195,4325,2477,1529,1119,461,Lawrence,Illinois
17103,24967,604,2181,8532,6440,2792,2596,1822,Lee,Illinois
17105,25520,784,1938,11005,5722,2057,2545,1469,Livingston,Illinois
17107,20445,604,1660,7157,4980,1882,2956,1206,Logan,Illinois
17109,18401,267,921,5639,3701,1905,3022,2946,McDonough,Illinois
17111,206909,6145,8728,54107,48913,19302,46461,23253,McHenry,Illinois
17113,105055,1647,2677,26375,19340,8003,30581,16432,McLean,Illinois
17115,73230,1770,5347,25214,17871,6543,10708,5777,Macon,Illinois
17117,32343,782,2120,12488,7856,2835,4257,2005,Macoupin,Illinois
17119,184918,4468,10096,56749,46770,19060,29941,17834,Madison,Illinois
17121,26377,1124,1832,9281,6969,3219,2579,1373,Marion,Illinois
17123,8523,156,458,3526,2093,854,1091,345,Marshall,Illinois
17125,9949,386,725,4395,1912,1003,977,551,Mason,Illinois
17127,10238,511,903,3500,2770,1203,1002,349,Massac,Illinois
17129,8758,170,408,3213,2042,899,1431,595,Menard,Illinois
17131,11197,230,731,4395,2816,1032,1344,649,Mercer,Illinois
17133,23870,273,680,6965,5795,2404,4865,2888,Monroe,Illinois
17135,20988,711,2097,8371,4561,1968,2022,1258,Montgomery,Illinois
17137,24001,500,1491,9760,5676,1792,3309,1473,Morgan,Illinois
17139,9890,898,556,3284,2277,945,1211,719,Moultrie,Illinois
17141,35634,1362,2254,11968,8889,4022,4736,2403,Ogle,Illinois
17143,123650,3490,8334,33372,28980,11939,23116,14419,Peoria,Illinois
17145,15340,500,1894,5920,3578,1652,1298,498,Perry,Illinois
17147,11592,196,545,3949,2336,1328,2113,1125,Piatt,Illinois
17149,11006,360,885,4537,2644,914,1186,480,Pike,Illinois
17151,3421,188,291,1177,1034,271,301,159,Pope,Illinois
17153,3984,190,378,1364,1172,390,287,203,Pulaski,Illinois
17155,4226,51,273,1628,1139,517,388,230,Putnam,Illinois
17157,23723,843,3086,9318,5433,2008,1967,1068,Randolph,Illinois
17159,11100,437,916,3315,2457,1615,1635,725,Richland,Illinois
17161,99943,3826,7287,29908,25619,10159,15032,8112,Rock Island,Illinois
17163,178139,4491,11905,50928,42187,19965,28471,20192,St. Clair,Illinois
17165,17116,741,1579,4877,4642,2238,1956,1083,Saline,Illinois
17167,136666,2438,7983,38063,30539,10935,29457,17251,Sangamon,Illinois
17169,5250,146,392,1986,1187,585,644,310,Schuyler,Illinois
17171,3559,91,171,1732,721,310,371,163,Scott,Illinois
17173,15598,310,903,7001,3146,1605,1849,784,Shelby,Illinois
17175,3894,103,251,1545,835,480,440,240,Stark,Illinois
17177,31980,698,1571,11508,8676,3368,4169,1990,Stephenson,Illinois
17179,93423,1966,4979,29789,21768,10265,17063,7593,Tazewell,Illinois
17181,12368,696,822,4079,2889,1066,1836,980,Union,Illinois
17183,53310,1758,4595,21917,11574,5434,5427,2605,Vermilion,Illinois
17185,8148,192,580,2506,2079,1393,953,445,Wabash,Illinois
17187,11307,506,882,3704,2675,941,1820,779,Warren,Illinois
17189,10143,318,482,3411,2496,1345,1385,706,Washington,Illinois
17191,11559,597,748,4198,2594,1738,1266,418,Wayne,Illinois
17193,9994,269,596,3835,2541,1233,992,528,White,Illinois
17195,39295,1521,2288,14567,9847,3813,4655,2604,Whiteside,Illinois
17197,448262,18651,22101,119769,98161,37351,97646,54583,Will,Illinois
17199,47527,1354,2826,14567,12669,5376,6341,4394,Williamson,Illinois
17201,194429,7860,16103,62181,47393,16982,27293,16617,Winnebago,Illinois
17203,25975,329,1093,8325,5326,2703,5742,2457,Woodford,Illinois
18001,21160,1889,1483,8403,4081,2059,2242,1003,Adams,Indiana
18003,239816,9967,15795,68899,52516,25112,44188,23339,Allen,Indiana
18005,55456,1540,3480,18106,9492,4927,10687,7224,Bartholomew,Indiana
18007,5825,131,483,2516,1270,440,782,203,Benton,Indiana
18009,8635,231,683,4151,1663,731,611,565,Blackford,Indiana
18011,42286,828,1871,9025,7211,2906,12309,8136,Boone,Indiana
18013,11289,226,766,3682,2575,952,1690,1398,Brown,Indiana
18015,13949,424,1087,5684,3135,1218,1697,704,Carroll,Indiana
18017,25948,1830,2268,9931,5699,2604,2466,1150,Cass,Indiana
18019,79800,2257,6350,27298,18888,8331,11396,5280,Clark,Indiana
18021,18193,255,1265,8082,3444,2086,2037,1024,Clay,Indiana
18023,21208,1283,1637,9343,3799,1616,2394,1136,Clinton,Indiana
18025,7464,389,942,3447,1276,556,551,303,Crawford,Indiana
